com.sajmons.moonphases.core.MoonPhasesBase:  boolean  isNewMoon()	com.sajmons.moonphases.core.MoonPhasesBase:  double  getIlluminatedFraction2()
com.sajmons.moonphases.core.TimeSpanFormat$1:  void  <clinit>()	com.sajmons.moonphases.core.TimeSpanFormat$TimeSpanFormatOption:  com.sajmons.moonphases.core.TimeSpanFormat$TimeSpanFormatOption[]  values()
com.sajmons.moonphases.activities.MainActivity:  void  showHelpDialog()	com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  setTitle(java.lang.String)
com.sajmons.moonphases.activities.ExposureCalcDialog:  void  onItemSelected(android.widget.AdapterView,android.view.View,int,long)	com.sajmons.moonphases.ExposureCalc:  java.lang.String  calculateExposure(com.sajmons.moonphases.CameraSettings)
com.sajmons.moonphases.Settings:  com.sajmons.moonphases.Settings  getInstance(android.content.Context,java.lang.String)	com.sajmons.moonphases.Settings$SingletonHelper:  com.sajmons.moonphases.Settings  access$000()
com.sajmons.moonphases.receivers.CommonReceiver:  void  ShowNotification(android.content.Context)	com.sajmons.moonphases.NotifText:  java.lang.String  getNotifText(android.content.Context,com.sajmons.moonphases.MoonPhasesMain)
com.sajmons.moonphases.activities.MainActivity:  void  showRateDialog()	com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  create(android.content.Context)
com.sajmons.moonphases.activities.MainActivity:  void  onResume()	com.sajmons.moonphases.activities.MainActivity:  void  processAppShortCuts()
com.sajmons.moonphases.PreferenceHelper$1:  void  <clinit>()	com.sajmons.moonphases.MarketType:  com.sajmons.moonphases.MarketType[]  values()
com.sajmons.moonphases.activities.MainActivity:  void  showNextFullMoon()	com.sajmons.moonphases.GATracker:  void  screenView(java.lang.String)
com.sajmons.moonphases.activities.MainActivity:  void  showHelpDialog()	com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  create(android.content.Context)
com.sajmons.ads.Settings:  void  <init>()	com.sajmons.common.BaseSettings:  void  <init>()
com.sajmons.evaluator.Evaluator:  double  eval()	com.sajmons.evaluator.Evaluator:  double  evalTree(com.sajmons.evaluator.Evaluator$Tree)
com.sajmons.moonphases.widgets.WidgetCurrentPhase:  void  onUpdate(android.content.Context,android.appwidget.AppWidgetManager,int[])	com.sajmons.moonphases.widgets.WidgetCurrentPhaseUpdateService:  void  startWidgetUpdateService(android.content.Context)
com.sajmons.moonphases.activities.MonthViewFragment:  void  onCreate(android.os.Bundle)	com.sajmons.moonphases.activities.MonthViewImageAdapter:  void  <init>(android.content.Context,int,java.util.Calendar)
com.sajmons.moonphases.core.TimeSpanFormat$TimeSpanFormatOption:  void  <clinit>()	com.sajmons.moonphases.core.TimeSpanFormat$TimeSpanFormatOption:  com.sajmons.moonphases.core.TimeSpanFormat$TimeSpanFormatOption[]  values()
com.sajmons.moonphases.activities.MainActivity:  void  access$500(com.sajmons.moonphases.activities.MainActivity)	com.sajmons.moonphases.activities.MainActivity:  void  showNextNewMoon()
com.sajmons.moonphases.MoonPhasesMain:  java.lang.String  formatLargeWidgetText(android.content.Context)	com.sajmons.moonphases.MoonPhasesMain:  java.lang.String  formatIllumFract(android.content.Context,boolean)
com.sajmons.evaluator.Evaluator$Tree:  void  <init>(com.sajmons.evaluator.Evaluator)	com.sajmons.evaluator.Evaluator$TreeRec:  void  <init>(com.sajmons.evaluator.Evaluator)
com.sajmons.moonphases.activities.MainActivity:  void  access$400(com.sajmons.moonphases.activities.MainActivity)	com.sajmons.moonphases.activities.MainActivity:  void  showNextFullMoon()
com.sajmons.moonphases.core.SunBase:  void  <init>(android.location.Location)	com.sajmons.moonphases.core.SunBase:  void  <init>(double,double)
com.sajmons.moonphases.activities.MainActivity:  void  gotoTodayNoAd()	com.sajmons.moonphases.activities.MainActivity:  void  refresh(boolean)
com.sajmons.moonphases.core.MoonPhasesBase:  java.lang.String  getSetTime()	com.sajmons.moonphases.core.RiseSetFormat:  java.lang.String  getUndefinedSetFormat()
com.sajmons.moonphases.activities.MainActivity:  void  refreshRiseSetIlum()	com.sajmons.moonphases.core.MoonPhasesBase:  java.lang.String  getRiseTime()
com.sajmons.moonphases.Prefs:  void  addVersionInfo(android.content.Context,android.preference.PreferenceScreen)	com.sajmons.common.AppUtils:  java.lang.String  getVersionName(android.content.Context)
com.sajmons.mylocation.LocationResolver$3:  void  onLocationChanged(android.location.Location)	com.sajmons.mylocation.LocationResolver:  java.util.Timer  access$700(com.sajmons.mylocation.LocationResolver)
com.sajmons.moonphases.activities.MainActivity:  void  initializeApp()	com.sajmons.moonphases.activities.MainActivity:  void  initAppShortcuts()
com.sajmons.evaluator.Evaluator:  double  eval(java.lang.String)	com.sajmons.evaluator.Evaluator:  double  evalTree(com.sajmons.evaluator.Evaluator$Tree)
com.sajmons.moonphases.activities.AppPreferencesActivity:  void  onCreate(android.os.Bundle)	com.sajmons.moonphases.Prefs:  void  addVersionInfo(android.content.Context,android.preference.PreferenceScreen)
com.sajmons.evaluator.Evaluator:  void  <init>(java.lang.String,double)	com.sajmons.evaluator.Evaluator:  void  <init>(java.lang.String)
com.sajmons.moonphases.MoonPhasesMain:  java.lang.String  formatExposure(android.content.Context,boolean)	com.sajmons.moonphases.ExposureCalc:  java.lang.String  calculateExposure(com.sajmons.moonphases.CameraSettings)
com.sajmons.moonphases.core.MoonPhasesBase:  com.sajmons.moonphases.core.ZodiacSignType  getZodiacSign()	com.sajmons.moonphases.core.ZodiacSignType:  float  Value()
com.sajmons.moonphases.core.ZodiacTypes:  void  <clinit>()	com.sajmons.moonphases.core.ZodiacTypes:  void  <init>(java.lang.String,int)
com.sajmons.moonphases.core.PlantType:  void  <clinit>()	com.sajmons.moonphases.core.PlantType:  void  <init>(java.lang.String,int)
com.sajmons.moonphases.widgets.WidgetProviderHelper:  void  updateAllWidgets(android.content.Context)	com.sajmons.moonphases.widgets.WidgetCurrentPhaseUpdateService:  void  startWidgetUpdateService(android.content.Context)
com.sajmons.moonphases.core.TimeSpanFormat:  com.sajmons.moonphases.core.TimeSpanFormat$Countdown  buildArray(long)	com.sajmons.moonphases.core.TimeSpanFormat$Countdown:  void  <init>(com.sajmons.moonphases.core.TimeSpanFormat)
com.sajmons.moonphases.MoonPhasesMain:  java.lang.String  formatDaysToNextFullMoon(android.content.Context,boolean)	com.sajmons.moonphases.core.MoonPhasesBase:  int  getDaysToNextFullMoon()
com.sajmons.moonphases.core.MoonPhasesBase:  boolean  isCrescent()	com.sajmons.moonphases.core.MoonPhasesBase:  boolean  isGibbous()
com.sajmons.moonphases.activities.MonthViewImageAdapter:  void  initialize(android.content.Context,int)	com.sajmons.moonphases.activities.MonthViewImageAdapter:  void  calcPhases(android.content.Context)
com.sajmons.moonphases.core.LunarEclipse:  void  <init>(java.lang.String)	com.sajmons.moonphases.core.LunarEclipse$LunarEclipseType:  com.sajmons.moonphases.core.LunarEclipse$LunarEclipseType  valueOf(java.lang.String)
com.sajmons.moonphases.DetailsDialog$1:  void  onPageFinished(android.webkit.WebView,java.lang.String)	com.sajmons.moonphases.DetailsDialog:  android.webkit.WebView  access$000(com.sajmons.moonphases.DetailsDialog)
com.sajmons.moonphases.activities.MainActivity:  void  showBuyDialog()	com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  setPositiveButton(java.lang.String)
com.sajmons.moonphases.core.MoonPhasesBase:  boolean  isFullMoon()	com.sajmons.moonphases.core.MoonPhasesBase:  double  getIlluminatedFraction2()
com.sajmons.moonphases.GATracker:  void  initializeGa(android.content.Context)	com.sajmons.moonphases.GATracker$1:  void  <init>(android.content.Context)
com.sajmons.moonphases.activities.MainActivity:  void  showBuyDialog()	com.sajmons.moonphases.GATracker:  void  screenView(java.lang.String)
com.sajmons.moonphases.activities.MainActivity$9:  void  onClick(android.view.View)	com.sajmons.moonphases.activities.MainActivity:  void  access$400(com.sajmons.moonphases.activities.MainActivity)
com.sajmons.moonphases.core.MoonPhasesBase:  int  getDaysToNextFullMoon()	com.sajmons.moonphases.core.MoonPhasesBase:  boolean  isFullMoon()
com.sajmons.moonphases.widgets.WidgetFullMoon:  void  onUpdate(android.content.Context,android.appwidget.AppWidgetManager,int[])	com.sajmons.moonphases.widgets.WidgetFullMoonUpdateService:  void  startWidgetUpdateService(android.content.Context)
com.sajmons.moonphases.activities.MainActivity:  void  showZodiacDialog()	com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  setMessage(java.lang.String)
com.sajmons.moonphases.activities.MainActivity:  void  initializeApp()	com.sajmons.moonphases.activities.MainActivity:  void  checkIfRestarted()
com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  setMessage(java.lang.String,boolean)	com.sajmons.dialogs.SimpleFragmentDialog:  void  initMessage(android.text.SpannableString)
com.sajmons.moonphases.widgets.WidgetLargeNoText:  void  onUpdate(android.content.Context,android.appwidget.AppWidgetManager,int[])	com.sajmons.moonphases.widgets.WidgetLargeNoTextUpdateService:  void  startWidgetUpdateService(android.content.Context)
com.sajmons.moonphases.activities.MainActivity$6:  void  onClick(android.view.View)	com.sajmons.moonphases.activities.MainActivity:  void  access$200(com.sajmons.moonphases.activities.MainActivity)
com.sajmons.common.AccelerometerManager$1:  void  onSensorChanged(android.hardware.SensorEvent)	com.sajmons.common.AccelerometerManager:  com.sajmons.common.AccelerometerListener  access$200()
com.sajmons.common.AppType$VersionType:  void  <clinit>()	com.sajmons.common.AppType$VersionType:  void  <init>(java.lang.String,int,int)
com.sajmons.moonphases.MoonPhaseNotifications:  void  ShowNotification(java.lang.Class,android.content.Context,android.graphics.Bitmap,java.lang.String,java.lang.String)	com.sajmons.moonphases.MoonPhaseNotifications:  android.graphics.Bitmap  getResizedBitmap(android.graphics.Bitmap,int,int)
com.sajmons.mylocation.LocationResolver$GetLastLocationTask:  void  run()	com.sajmons.mylocation.LocationResolver:  android.os.Handler  access$900(com.sajmons.mylocation.LocationResolver)
com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  setMessage(java.lang.String)	com.sajmons.dialogs.SimpleFragmentDialog:  com.sajmons.dialogs.SimpleFragmentDialog  setMessage(java.lang.String,boolean)
com.sajmons.moonphases.core.MoonPhasesBase:  int  getDaysToNextFullMoon()	com.sajmons.moonphases.core.MoonPhasesBase:  java.util.Calendar  getCal()
