net.hubalek.android.commons.dialogs.ColorPickerActivity$11:  void  updateProgress(int)	net.hubalek.android.commons.dialogs.ColorPickerActivity:  int  access$502(net.hubalek.android.commons.dialogs.ColorPickerActivity,int)
net.hubalek.android.apps.barometer.activity.MyPlacesActivity:  void  access$revertCheckboxToUnchecked(net.hubalek.android.apps.barometer.activity.MyPlacesActivity)	net.hubalek.android.apps.barometer.activity.MyPlacesActivity:  void  revertCheckboxToUnchecked()
net.hubalek.android.apps.barometer.activity.fragment.dialog.MainScreenGaugeConfigurationFragment:  net.hubalek.android.apps.barometer.model.PressureUnit  getCurrentPressureUnit()	net.hubalek.android.apps.barometer.utils.ConfigUtils:  java.lang.String  getString(android.content.Context,int)
net.hubalek.android.apps.barometer.views.ThemeSelectionPreference$ThemeSelectionPreferenceDialog:  void  <clinit>()	net.hubalek.android.apps.barometer.views.ThemeSelectionPreference$ThemeSelectionPreferenceDialog$Companion:  void  <init>(kotlin.jvm.internal.DefaultConstructorMarker)
net.hubalek.android.apps.barometer.activity.MainActivity:  void  fillOneChart(lecho.lib.hellocharts.view.LineChartView,java.util.List,net.hubalek.android.apps.barometer.model.PressureUnit,java.lang.Long,long,java.lang.Float,boolean,float,float)	net.hubalek.android.apps.barometer.activity.MainActivity:  float  getTopCorrection(net.hubalek.android.apps.barometer.model.PressureUnit)
net.hubalek.android.apps.barometer.activity.fragment.PreferencesFragment:  void  updateAltitudeSummary(android.support.v7.preference.Preference)	net.hubalek.android.apps.barometer.activity.fragment.PreferencesFragment:  float  getAltitude()
net.hubalek.android.apps.barometer.service.BarometerDataProcessingService$Companion:  java.lang.String  getEXTRA_ITEM_TIME()	net.hubalek.android.apps.barometer.service.BarometerDataProcessingService:  java.lang.String  access$getEXTRA_ITEM_TIME$cp()
net.hubalek.android.apps.barometer.activity.fragment.dialog.AsyncTaskProgressDialogFragment$onCreate$1:  java.lang.Object  doInBackground(java.lang.Object[])	net.hubalek.android.apps.barometer.activity.fragment.dialog.AsyncTaskProgressDialogFragment$onCreate$1:  net.hubalek.android.apps.barometer.activity.fragment.dialog.DataHolder  doInBackground(java.lang.Void[])
net.hubalek.android.apps.barometer.model.AlertRuleDefinition:  void  <clinit>()	net.hubalek.android.apps.barometer.model.AlertDefinition$Builder:  void  <init>()
net.hubalek.android.apps.barometer.activity.AlertConfigurationActivity:  void  onAddPlaceButtonClicked$app_productionRelease()	net.hubalek.android.apps.barometer.activity.AlertTypePickerActivity$Companion:  android.content.Intent  newIntent(android.content.Context,java.util.Collection)
net.hubalek.android.apps.barometer.activity.MainActivity$onCreate$2:  void  onChartDataUpdated(java.util.ArrayList)	net.hubalek.android.apps.barometer.activity.MainActivity:  void  access$updateChartData(net.hubalek.android.apps.barometer.activity.MainActivity,java.util.ArrayList)
net.hubalek.android.apps.barometer.activity.fragment.dialog.DetermineAltitudeProgressDialog:  void  onDestroyView()	net.hubalek.android.apps.barometer.activity.fragment.dialog.DetermineAltitudeProgressDialog:  void  _$_clearFindViewByIdCache()
net.hubalek.android.apps.barometer.model.AlertDefinition$Builder:  net.hubalek.android.apps.barometer.model.AlertDefinition$Builder  fall()	net.hubalek.android.apps.barometer.model.AlertDefinition:  void  setPressureChange(net.hubalek.android.apps.barometer.model.customalerts.PressureChangeType)
net.hubalek.android.apps.barometer.activity.fragment.dialog.UnitBasedDialogFragment:  android.app.Dialog  onCreateDialog(android.os.Bundle)	net.hubalek.android.apps.barometer.activity.fragment.dialog.UnitBasedDialogFragment$Companion:  java.lang.String  access$getARG_UNIT$p(net.hubalek.android.apps.barometer.activity.fragment.dialog.UnitBasedDialogFragment$Companion)
net.hubalek.android.apps.barometer.model.PressureUnit$3:  float  convertToMillibars(float)	net.hubalek.android.apps.barometer.utils.ConversionUtils:  float  inchesOfMercuryToMillibars(float)
net.hubalek.android.apps.barometer.activity.fragment.dialog.MainScreenGaugeConfigurationFragment:  void  enableDisableManualRangePreferences()	net.hubalek.android.apps.barometer.activity.fragment.dialog.MainScreenGaugeConfigurationFragment:  android.support.v7.preference.Preference  getMajorDivisionsPreference()
net.hubalek.android.apps.barometer.activity.AlertConfigurationActivity:  void  onCreate(android.os.Bundle)	net.hubalek.android.apps.barometer.utils.Utils:  void  setClickableTextToTextView(android.widget.TextView,int,int,android.view.View$OnClickListener)
